order_id,customer_id,order_date,category,price,quantity,discount_pct,total_amount,status,delivery_type,payment_method,city,yandex_plus,rating
YMO0000066,YM000651,2024-12-05,Дом и дача,6095.63,1,0,6095.63,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,False,
YMO0000067,YM001820,2024-07-31,Детские товары,2609.44,1,5,2478.97,Доставлен,Курьер Яндекс,В кредит,Челябинск,True,5.0
YMO0000068,YM000235,2023-12-28,Электроника и гаджеты,21881.48,3,15,55797.77,Доставлен,Курьер Яндекс,Картой онлайн,Другие,True,
YMO0000069,YM001287,2024-02-05,Авто и мото,8735.99,1,10,7862.4,Доставлен,Пункт выдачи,СБП,Новосибирск,False,
YMO0000070,YM001492,2024-05-13,Дом и дача,8412.64,2,20,13460.23,Доставлен,Пункт выдачи,В кредит,Москва,True,
YMO0000071,YM001679,2024-05-22,Бытовая техника,31785.61,5,5,150981.63,Доставлен,Экспресс-доставка,Яндекс Пэй,Ростов-на-Дону,False,5.0
YMO0000072,YM000132,2023-11-02,Красота и гигиена,3959.58,1,0,3959.58,Возврат,Курьер Яндекс,При получении,Другие,False,
YMO0000073,YM000897,2023-07-03,Авто и мото,20576.26,2,0,41152.52,Доставлен,Пункт выдачи,При получении,Екатеринбург,False,
YMO0000074,YM001962,2024-05-19,Спорт и туризм,4264.95,1,15,3625.21,Доставлен,Курьер Яндекс,Картой онлайн,Воронеж,True,
YMO0000075,YM001724,2024-01-16,Одежда и обувь,7781.35,1,5,7392.29,Доставлен,Пункт выдачи,Картой онлайн,Другие,False,
YMO0000076,YM001497,2024-12-04,Одежда и обувь,6428.15,1,15,5463.92,Доставлен,Экспресс-доставка,При получении,Ростов-на-Дону,False,
YMO0000077,YM002499,2024-01-05,Электроника и гаджеты,22933.35,2,10,41280.03,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,
YMO0000078,YM001976,2024-07-30,Детские товары,5080.11,4,10,18288.38,Доставлен,Экспресс-доставка,Картой онлайн,Санкт-Петербург,True,
YMO0000079,YM000965,2024-11-12,Бытовая техника,27677.48,1,10,24909.73,Доставлен,Курьер Яндекс,Картой онлайн,Новосибирск,True,
YMO0000080,YM001210,2024-08-03,Дом и дача,23763.28,1,0,23763.28,Доставлен,Пункт выдачи,СБП,Москва,False,5.0
YMO0000081,YM002446,2024-10-02,Красота и гигиена,1783.68,1,0,1783.68,Доставлен,Курьер Яндекс,При получении,Санкт-Петербург,False,1.0
YMO0000082,YM002303,2023-10-19,Спорт и туризм,7097.31,1,10,6387.58,Доставлен,Пункт выдачи,СБП,Москва,False,5.0
YMO0000083,YM002365,2024-07-09,Дом и дача,19058.78,3,10,51458.72,Доставлен,Почта России,В кредит,Москва,False,
YMO0000084,YM002421,2023-07-01,Детские товары,4810.39,1,0,4810.39,Доставлен,Курьер Яндекс,Картой онлайн,Санкт-Петербург,True,
YMO0000085,YM001208,2023-12-03,Одежда и обувь,4275.43,1,30,2992.8,Доставлен,Курьер Яндекс,Картой онлайн,Другие,True,5.0
YMO0000086,YM002288,2024-11-29,Бытовая техника,13786.22,1,10,12407.6,Доставлен,Курьер Яндекс,Картой онлайн,Москва,False,
YMO0000087,YM001343,2023-07-27,Книги и канцелярия,509.36,1,15,432.96,Отменён,Пункт выдачи,Картой онлайн,Казань,False,
YMO0000088,YM000005,2024-12-20,Дом и дача,6845.23,4,0,27380.92,Доставлен,Курьер Яндекс,При получении,Москва,False,
YMO0000089,YM000403,2023-11-23,Красота и гигиена,4355.46,1,0,4355.46,Доставлен,Почта России,В кредит,Воронеж,False,
YMO0000090,YM000967,2023-04-30,Продукты и напитки,2549.82,1,15,2167.35,Возврат,Курьер Яндекс,СБП,Ростов-на-Дону,True,
YMO0000091,YM001014,2024-12-27,Бытовая техника,12254.02,2,0,24508.05,Возврат,Экспресс-доставка,Картой онлайн,Москва,True,
YMO0000092,YM001326,2023-11-20,Детские товары,2909.14,1,15,2472.77,Доставлен,Курьер Яндекс,СБП,Москва,True,
YMO0000093,YM001214,2024-11-08,Спорт и туризм,7839.68,1,5,7447.7,Доставлен,Пункт выдачи,При получении,Москва,False,4.0
YMO0000094,YM000152,2023-07-05,Одежда и обувь,8797.86,1,5,8357.97,Возврат,Почта России,Картой онлайн,Другие,False,
YMO0000095,YM001406,2024-06-28,Дом и дача,4718.79,1,20,3775.03,Доставлен,Экспресс-доставка,Яндекс Пэй,Другие,True,
YMO0000096,YM000063,2023-03-09,Электроника и гаджеты,25637.56,1,10,23073.8,Доставлен,Экспресс-доставка,Яндекс Пэй,Другие,True,
YMO0000097,YM002341,2024-12-29,Одежда и обувь,4478.63,1,0,4478.63,Доставлен,Экспресс-доставка,Яндекс Пэй,Москва,False,
YMO0000098,YM000411,2023-12-18,Детские товары,4454.8,3,0,13364.41,Доставлен,Курьер Яндекс,СБП,Новосибирск,False,
YMO0000099,YM000468,2023-06-26,Дом и дача,14907.32,2,20,23851.71,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,False,2.0
YMO0000100,YM000663,2023-07-15,Электроника и гаджеты,43319.27,1,0,43319.27,Доставлен,Пункт выдачи,Картой онлайн,Челябинск,True,
YMO0000101,YM002388,2023-11-20,Электроника и гаджеты,92673.02,1,0,92673.02,Доставлен,Пункт выдачи,СБП,Москва,True,
YMO0000102,YM000455,2024-02-21,Красота и гигиена,4254.56,5,5,20209.16,Доставлен,Пункт выдачи,Картой онлайн,Воронеж,False,
YMO0000103,YM000657,2024-03-30,Авто и мото,33011.03,2,0,66022.06,Доставлен,Почта России,Яндекс Пэй,Пермь,False,
YMO0000104,YM001768,2024-10-14,Дом и дача,7507.09,2,30,10509.93,Доставлен,Курьер Яндекс,Картой онлайн,Санкт-Петербург,True,5.0
YMO0000105,YM001922,2023-11-27,Одежда и обувь,4048.13,4,5,15382.9,Доставлен,Экспресс-доставка,СБП,Тюмень,False,
YMO0000106,YM001752,2023-11-27,Электроника и гаджеты,25073.85,1,10,22566.47,Доставлен,Курьер Яндекс,При получении,Красноярск,False,
YMO0000107,YM001931,2023-09-19,Электроника и гаджеты,14108.9,5,0,70544.52,Доставлен,Пункт выдачи,Яндекс Пэй,Нижний Новгород,False,5.0
YMO0000108,YM002416,2024-09-07,Одежда и обувь,2963.91,3,30,6224.21,Доставлен,Пункт выдачи,Яндекс Пэй,Краснодар,False,
YMO0000109,YM001216,2024-05-27,Одежда и обувь,2898.43,2,0,5796.85,Доставлен,Почта России,Картой онлайн,Ростов-на-Дону,False,
YMO0000110,YM000264,2024-06-06,Книги и канцелярия,729.1,1,20,583.28,Доставлен,Экспресс-доставка,СБП,Санкт-Петербург,True,
YMO0000111,YM001517,2023-12-23,Дом и дача,13663.79,2,0,27327.58,Доставлен,Экспресс-доставка,Картой онлайн,Самара,True,
YMO0000112,YM000412,2024-07-01,Спорт и туризм,15905.14,1,5,15109.88,Отменён,Пункт выдачи,В кредит,Москва,False,
YMO0000113,YM001779,2024-06-26,Дом и дача,14161.36,3,0,42484.07,Возврат,Пункт выдачи,СБП,Москва,True,
YMO0000114,YM001157,2023-12-28,Красота и гигиена,3019.92,1,5,2868.92,Доставлен,Курьер Яндекс,В кредит,Тюмень,False,
YMO0000115,YM001866,2023-11-23,Одежда и обувь,1734.87,1,0,1734.87,Доставлен,Курьер Яндекс,Картой онлайн,Ростов-на-Дону,False,
YMO0000116,YM000779,2024-12-27,Продукты и напитки,2311.29,1,10,2080.16,Доставлен,Экспресс-доставка,Картой онлайн,Казань,True,
YMO0000117,YM000855,2023-11-17,Одежда и обувь,6124.57,1,5,5818.34,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,
YMO0000118,YM000052,2023-12-19,Авто и мото,21656.19,1,30,15159.33,Доставлен,Пункт выдачи,Картой онлайн,Казань,True,5.0
YMO0000119,YM000051,2023-02-28,Бытовая техника,61054.17,1,15,51896.04,Доставлен,Пункт выдачи,Яндекс Пэй,Москва,True,
YMO0000120,YM001087,2024-11-19,Детские товары,9639.72,2,20,15423.55,Отменён,Почта России,Яндекс Пэй,Краснодар,True,
YMO0000121,YM002043,2024-05-02,Одежда и обувь,11110.15,1,0,11110.15,Доставлен,Почта России,Картой онлайн,Москва,True,
YMO0000122,YM000712,2024-01-16,Детские товары,2898.06,2,15,4926.71,Возврат,Почта России,В кредит,Другие,True,
YMO0000123,YM000522,2024-07-17,Электроника и гаджеты,52822.8,2,20,84516.47,Отменён,Пункт выдачи,При получении,Москва,True,
YMO0000124,YM000250,2023-11-28,Одежда и обувь,6075.82,3,5,17316.08,Доставлен,Курьер Яндекс,Картой онлайн,Москва,True,5.0
YMO0000125,YM001741,2024-10-12,Детские товары,2654.96,1,10,2389.46,Доставлен,Курьер Яндекс,Картой онлайн,Екатеринбург,True,
YMO0000126,YM000137,2024-11-19,Электроника и гаджеты,17313.97,2,0,34627.94,Доставлен,Курьер Яндекс,Яндекс Пэй,Другие,True,5.0
YMO0000127,YM002015,2023-12-29,Электроника и гаджеты,8700.42,3,25,19575.94,Доставлен,Почта России,Картой онлайн,Екатеринбург,True,
YMO0000128,YM000089,2023-09-29,Одежда и обувь,5848.4,1,20,4678.72,Доставлен,Курьер Яндекс,Картой онлайн,Воронеж,True,
YMO0000129,YM000666,2023-12-19,Электроника и гаджеты,120000.0,1,0,120000.0,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,5.0
YMO0000130,YM001649,2024-12-03,Дом и дача,3256.61,2,5,6187.56,Доставлен,Экспресс-доставка,СБП,Воронеж,False,
YMO0000131,YM000863,2024-03-23,Детские товары,4990.9,1,20,3992.72,Отменён,Экспресс-доставка,СБП,Новосибирск,False,
YMO0000132,YM000206,2024-02-24,Бытовая техника,8902.71,1,10,8012.43,Отменён,Курьер Яндекс,Картой онлайн,Другие,True,
YMO0000133,YM001112,2024-12-04,Дом и дача,12922.89,1,15,10984.46,Доставлен,Курьер Яндекс,Картой онлайн,Москва,False,
YMO0000134,YM000468,2024-12-08,Авто и мото,7589.48,1,0,7589.48,Доставлен,Почта России,Картой онлайн,Санкт-Петербург,False,
YMO0000135,YM000943,2024-12-18,Дом и дача,24409.55,1,10,21968.59,Доставлен,Пункт выдачи,Картой онлайн,Самара,True,
YMO0000136,YM001524,2024-08-02,Книги и канцелярия,1694.81,4,0,6779.24,Доставлен,Пункт выдачи,В кредит,Другие,False,
YMO0000137,YM001341,2024-12-27,Спорт и туризм,4929.7,2,0,9859.4,Доставлен,Экспресс-доставка,При получении,Новосибирск,False,4.0
YMO0000138,YM000720,2024-06-09,Продукты и напитки,1641.99,1,20,1313.59,Доставлен,Экспресс-доставка,В кредит,Самара,True,
YMO0000139,YM002310,2024-12-28,Авто и мото,39596.79,1,10,35637.11,Доставлен,Курьер Яндекс,Яндекс Пэй,Москва,False,
YMO0000140,YM001493,2023-12-26,Электроника и гаджеты,19512.68,2,0,39025.35,Доставлен,Курьер Яндекс,Яндекс Пэй,Другие,True,5.0
YMO0000141,YM001744,2024-09-21,Детские товары,2297.93,3,5,6549.1,Отменён,Экспресс-доставка,При получении,Воронеж,True,
YMO0000142,YM001309,2024-12-08,Одежда и обувь,10468.02,2,0,20936.04,Доставлен,Экспресс-доставка,Яндекс Пэй,Другие,False,
YMO0000143,YM001228,2024-01-30,Бытовая техника,19066.39,4,15,64825.71,Доставлен,Пункт выдачи,Картой онлайн,Краснодар,True,
YMO0000144,YM001587,2023-09-03,Бытовая техника,11390.41,2,0,22780.82,Доставлен,Курьер Яндекс,Картой онлайн,Воронеж,False,
YMO0000145,YM000102,2023-04-20,Одежда и обувь,1458.59,1,0,1458.59,Доставлен,Экспресс-доставка,В кредит,Другие,False,
YMO0000146,YM001145,2023-05-03,Продукты и напитки,2288.39,1,15,1945.13,Доставлен,Пункт выдачи,При получении,Казань,True,4.0
YMO0000147,YM000841,2024-07-17,Спорт и туризм,3448.35,2,30,4827.69,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,
YMO0000148,YM001748,2024-09-12,Дом и дача,20854.15,2,5,39622.89,Доставлен,Пункт выдачи,Картой онлайн,Казань,False,
YMO0000149,YM001833,2024-05-20,Бытовая техника,30882.62,1,15,26250.22,Возврат,Курьер Яндекс,Картой онлайн,Челябинск,True,
YMO0000150,YM001278,2024-08-02,Спорт и туризм,13106.1,1,15,11140.19,Возврат,Почта России,При получении,Москва,True,
YMO0000151,YM001195,2024-11-24,Книги и канцелярия,2340.46,1,5,2223.44,Доставлен,Почта России,Яндекс Пэй,Уфа,False,2.0
YMO0000152,YM000629,2024-12-20,Авто и мото,12839.07,1,0,12839.07,Доставлен,Пункт выдачи,Картой онлайн,Красноярск,False,
YMO0000153,YM000742,2024-06-30,Авто и мото,10970.99,3,25,24684.74,Доставлен,Курьер Яндекс,Картой онлайн,Ростов-на-Дону,False,
YMO0000154,YM001870,2024-10-07,Электроника и гаджеты,29448.63,2,15,50062.67,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,True,
YMO0000155,YM000197,2024-12-24,Дом и дача,10539.28,5,10,47426.76,Доставлен,Пункт выдачи,Яндекс Пэй,Санкт-Петербург,False,4.0
YMO0000156,YM002183,2024-12-30,Бытовая техника,6174.75,4,0,24699.01,Доставлен,Пункт выдачи,СБП,Санкт-Петербург,True,
YMO0000157,YM000149,2024-01-20,Электроника и гаджеты,42904.9,1,25,32178.68,Доставлен,Экспресс-доставка,При получении,Самара,True,3.0
YMO0000158,YM001732,2023-07-13,Красота и гигиена,6865.13,1,10,6178.61,Доставлен,Курьер Яндекс,Картой онлайн,Санкт-Петербург,False,2.0
YMO0000159,YM001025,2024-10-10,Авто и мото,17957.67,1,25,13468.25,Доставлен,Пункт выдачи,СБП,Другие,False,
YMO0000160,YM000001,2023-12-28,Бытовая техника,11905.17,1,10,10714.66,Доставлен,Пункт выдачи,СБП,Нижний Новгород,True,
YMO0000161,YM001671,2024-10-28,Одежда и обувь,1661.63,1,15,1412.39,Возврат,Пункт выдачи,При получении,Другие,False,
YMO0000162,YM000007,2024-12-24,Спорт и туризм,11974.04,3,5,34126.02,Отменён,Курьер Яндекс,При получении,Воронеж,False,
YMO0000163,YM001064,2023-09-24,Красота и гигиена,2998.5,4,10,10794.61,Доставлен,Пункт выдачи,Картой онлайн,Другие,False,5.0
YMO0000164,YM001915,2024-05-15,Дом и дача,5972.16,3,15,15229.0,Доставлен,Пункт выдачи,Яндекс Пэй,Москва,True,5.0
YMO0000165,YM000285,2023-09-03,Авто и мото,20380.35,2,0,40760.7,Доставлен,Пункт выдачи,Яндекс Пэй,Краснодар,False,
YMO0000166,YM001919,2024-06-26,Продукты и напитки,1735.21,1,0,1735.21,Доставлен,Пункт выдачи,Картой онлайн,Уфа,True,5.0
YMO0000167,YM001322,2024-10-21,Одежда и обувь,7799.8,2,0,15599.61,Возврат,Почта России,СБП,Санкт-Петербург,True,
YMO0000168,YM001310,2023-11-21,Бытовая техника,45132.85,5,10,203097.83,Доставлен,Курьер Яндекс,При получении,Екатеринбург,False,5.0
YMO0000169,YM002092,2024-01-02,Авто и мото,20501.2,2,20,32801.92,Доставлен,Курьер Яндекс,Картой онлайн,Москва,True,
YMO0000170,YM000257,2024-04-28,Одежда и обувь,6780.56,2,0,13561.13,Доставлен,Пункт выдачи,В кредит,Москва,False,3.0
YMO0000171,YM000274,2024-06-29,Бытовая техника,41512.54,2,0,83025.08,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,5.0
YMO0000172,YM002388,2023-12-08,Электроника и гаджеты,54851.37,1,20,43881.1,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,
YMO0000173,YM000783,2024-01-17,Одежда и обувь,10802.37,1,10,9722.14,Доставлен,Почта России,В кредит,Москва,True,
YMO0000174,YM001806,2023-10-17,Дом и дача,7380.53,1,25,5535.39,Доставлен,Пункт выдачи,СБП,Воронеж,True,
YMO0000175,YM000477,2024-05-13,Бытовая техника,25493.36,1,20,20394.68,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,True,4.0
YMO0000176,YM001498,2024-11-12,Бытовая техника,13226.1,1,5,12564.8,Доставлен,Пункт выдачи,При получении,Нижний Новгород,False,
YMO0000177,YM001225,2024-04-23,Дом и дача,15796.93,1,10,14217.24,Доставлен,Экспресс-доставка,В кредит,Казань,True,
YMO0000178,YM001835,2024-12-06,Авто и мото,16482.46,3,10,44502.64,Доставлен,Экспресс-доставка,Яндекс Пэй,Санкт-Петербург,False,5.0
YMO0000179,YM000344,2024-12-02,Одежда и обувь,5880.23,1,15,4998.19,Доставлен,Курьер Яндекс,Яндекс Пэй,Москва,False,
YMO0000180,YM000525,2024-11-19,Бытовая техника,14026.03,1,0,14026.03,Доставлен,Пункт выдачи,Картой онлайн,Екатеринбург,True,
YMO0000181,YM002242,2024-06-07,Дом и дача,18076.76,2,15,30730.49,Возврат,Курьер Яндекс,Картой онлайн,Санкт-Петербург,False,
YMO0000182,YM002053,2023-05-16,Бытовая техника,31674.27,1,0,31674.27,Доставлен,Экспресс-доставка,СБП,Новосибирск,True,5.0
YMO0000183,YM001742,2024-12-08,Дом и дача,13187.63,1,0,13187.63,Отменён,Курьер Яндекс,Картой онлайн,Красноярск,False,
YMO0000184,YM000271,2023-10-13,Авто и мото,5403.74,1,15,4593.18,Доставлен,Курьер Яндекс,Яндекс Пэй,Санкт-Петербург,False,
YMO0000185,YM002187,2024-07-13,Авто и мото,16044.63,1,15,13637.94,Доставлен,Курьер Яндекс,В кредит,Самара,False,
YMO0000186,YM001471,2023-02-14,Детские товары,2841.29,1,15,2415.1,Доставлен,Курьер Яндекс,Картой онлайн,Москва,True,
YMO0000187,YM000728,2023-08-11,Электроника и гаджеты,24252.97,2,10,43655.34,Возврат,Пункт выдачи,СБП,Москва,False,
YMO0000188,YM000001,2023-09-22,Бытовая техника,30579.77,1,10,27521.79,Доставлен,Пункт выдачи,Картой онлайн,Нижний Новгород,True,
YMO0000189,YM000712,2024-12-05,Дом и дача,16835.99,4,20,53875.16,Доставлен,Пункт выдачи,В кредит,Другие,True,3.0
YMO0000190,YM000895,2024-07-26,Дом и дача,6033.07,3,20,14479.36,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,True,
